n,t
3446,0.090136
3448,0.089483
3450,0.099286
3452,0.102203
3454,0.094571
3456,0.094134
3458,0.096556
3460,0.089627
3462,0.091997
3464,0.098319
3466,0.097306
3468,0.092756
3470,0.092499
3472,0.090660
3474,0.092533
3476,0.090812
3478,0.091047
3480,0.091207
3482,0.091887
3484,0.092829
3486,0.096604
3488,0.093245
3490,0.091633
3492,0.089767
3494,0.094325
3496,0.090464
3498,0.090001
3500,0.090138
3502,0.090063
3504,0.097796
3506,0.096533
3508,0.100169
3510,0.105001
3512,0.102674
3514,0.095488
3516,0.092672
3518,0.093399
3520,0.094080
3522,0.091652
3524,0.091892
3526,0.092531
3528,0.092419
3530,0.092496
3532,0.092182
3534,0.091302
3536,0.091768
3538,0.092787
3540,0.095317
3542,0.097062
3544,0.094992
3546,0.095010
3548,0.107296
3550,0.108759
3552,0.105210
3554,0.093383
3556,0.095814
3558,0.098967
3560,0.100702
3562,0.095584
3564,0.106690
3566,0.106036
3568,0.101298
3570,0.095606
3572,0.098711
3574,0.108857
3576,0.097660
3578,0.099810
3580,0.103265
3582,0.103542
3584,0.102871
3586,0.096288
3588,0.094813
3590,0.095760
3592,0.095203
3594,0.095835
3596,0.103517
3598,0.112295
3600,0.107263
3602,0.109576
3604,0.099916
3606,0.098381
3608,0.097292
3610,0.097794
3612,0.097369
3614,0.098573
3616,0.099651
3618,0.103007
3620,0.097322
3622,0.096594
3624,0.096507
3626,0.096497
3628,0.103139
3630,0.102028
3632,0.101228
3634,0.110942
3636,0.103797
3638,0.106311
3640,0.101037
3642,0.103254
3644,0.099890
3646,0.102862
3648,0.097947
3650,0.098233
3652,0.098836
3654,0.102267
3656,0.108751
3658,0.100537
3660,0.120175
3662,0.111447
3664,0.109907
3666,0.110394
3668,0.110752
3670,0.100268
3672,0.122294
3674,0.128534
3676,0.126541
3678,0.108554
3680,0.104693
3682,0.108144
3684,0.110338
3686,0.107517
3688,0.104830
3690,0.108466
3692,0.104058
3694,0.109800
3696,0.104212
3698,0.107969
3700,0.113893
3702,0.105435
3704,0.116763
3706,0.114654
3708,0.104433
3710,0.117046
3712,0.107121
3714,0.111906
3716,0.102911
3718,0.113275
3720,0.118509
3722,0.112684
3724,0.107596
3726,0.108344
3728,0.115180
3730,0.115173
3732,0.107082
3734,0.116845
3736,0.110339
3738,0.109523
3740,0.108236
3742,0.108878
3744,0.118696
3746,0.106737
3748,0.109835
3750,0.107942
3752,0.112314
3754,0.117270
3756,0.107849
3758,0.113900
3760,0.113589
3762,0.124156
3764,0.109137
3766,0.124523
3768,0.124352
3770,0.105521
3772,0.111425
3774,0.110739
3776,0.119249
3778,0.113215
3780,0.125619
3782,0.109480
3784,0.110846
3786,0.109081
3788,0.111797
3790,0.115642
3792,0.110568
3794,0.108604
3796,0.114995
3798,0.113177
3800,0.112704
3802,0.106718
3804,0.112544
3806,0.112702
3808,0.118797
3810,0.118289
3812,0.114494
3814,0.119878
3816,0.117528
3818,0.115172
3820,0.110723
3822,0.112787
3824,0.114128
3826,0.124423
3828,0.121180
3830,0.115801
3832,0.122365
3834,0.118440
3836,0.112308
3838,0.133585
3840,0.112620
3842,0.117240
3844,0.122352
3846,0.117751
3848,0.112523
3850,0.116540
3852,0.114186
3854,0.111287
3856,0.118243
3858,0.121100
3860,0.117472
3862,0.116975
3864,0.119280
3866,0.114708
3868,0.114770
3870,0.123940
3872,0.123000
3874,0.116027
3876,0.119055
3878,0.112912
3880,0.115404
3882,0.126090
3884,0.119049
3886,0.120219
3888,0.123664
3890,0.116223
3892,0.118513
3894,0.118305
3896,0.121501
3898,0.117842
3900,0.126620
3902,0.129567
3904,0.122122
3906,0.117975
3908,0.120106
3910,0.121781
3912,0.123567
3914,0.120624
3916,0.119672
3918,0.123905
3920,0.120755
3922,0.120513
3924,0.124134
3926,0.126424
3928,0.120972
3930,0.124591
3932,0.129043
3934,0.120139
3936,0.118138
3938,0.124624
3940,0.116375
3942,0.122117
3944,0.136940
3946,0.120292
3948,0.121108
3950,0.116699
3952,0.120700
3954,0.129319
3956,0.128134
3958,0.128780
3960,0.132715
3962,0.127340
3964,0.128665
3966,0.125931
3968,0.137385
3970,0.131695
3972,0.129895
3974,0.129604
3976,0.124112
3978,0.126585
3980,0.118847
3982,0.120996
3984,0.121699
3986,0.119149
3988,0.121683
3990,0.120954
3992,0.121831
3994,0.124727
3996,0.125623
3998,0.123490
4000,0.123781
4002,0.121921
4004,0.126090
4006,0.141229
4008,0.141954
4010,0.132290
4012,0.126105
4014,0.121394
4016,0.124425
4018,0.144085
4020,0.128077
4022,0.127347
4024,0.127333
4026,0.128796
4028,0.122948
4030,0.133493
4032,0.129925
4034,0.150380
4036,0.137316
4038,0.128125
4040,0.125927
4042,0.128263
4044,0.128617
4046,0.126384
4048,0.123517
4050,0.125346
4052,0.128576
4054,0.125149
4056,0.127832
