n,t
9910,1.131280
9920,1.132532
9930,1.134857
9940,1.143711
9950,1.138993
9960,1.143899
9970,1.145233
9980,1.146129
9990,1.148340
10000,1.151816
10010,1.154669
10020,1.157393
10030,1.162813
10040,1.160627
10050,1.166436
10060,1.166300
10070,1.168236
10080,1.170318
10090,1.172369
10100,1.174205
10110,1.180556
10120,1.179495
10130,1.185817
10140,1.184906
10150,1.187746
10160,1.188085
10170,1.190623
10180,1.191928
10190,1.195701
10200,1.203397
10210,1.200297
10220,1.206717
10230,1.204967
10240,1.209297
10250,1.209178
10260,1.212064
10270,1.214338
10280,1.224100
10290,1.220488
10300,1.224076
10310,1.232471
10320,1.226559
10330,1.243907
10340,1.233262
10350,1.250616
10360,1.240665
10370,1.238823
10380,1.242278
10390,1.243527
10400,1.245361
10410,1.246727
10420,1.249386
10430,1.252363
10440,1.259695
10450,1.257885
10460,1.260127
10470,1.263395
10480,1.264994
10490,1.266972
10500,1.269521
10510,1.270946
10520,1.279943
10530,1.276803
10540,1.282049
10550,1.281862
10560,1.282863
10570,1.285397
10580,1.289813
10590,1.291756
10600,1.301085
10610,1.299282
10620,1.299899
10630,1.300323
10640,1.301980
10650,1.304039
10660,1.307134
10670,1.316254
10680,1.313883
10690,1.316754
10700,1.318305
10710,1.320337
10720,1.322928
10730,1.325201
10740,1.328788
10750,1.335547
10760,1.332016
10770,1.335571
10780,1.337020
10790,1.340818
10800,1.342824
10810,1.344935
10820,1.353647
10830,1.351462
10840,1.353878
10850,1.355180
10860,1.357105
10870,1.357947
10880,1.362347
10890,1.364703
10900,1.371096
10910,1.371879
10920,1.397191
10930,1.374439
10940,1.378495
10950,1.381357
10960,1.382803
10970,1.392898
10980,1.388987
10990,1.391410
11000,1.393964
11010,1.396434
11020,1.397507
11030,1.400547
11040,1.407366
11050,1.405161
11060,1.409338
11070,1.410791
11080,1.414757
11090,1.414874
11100,1.417885
11110,1.428001
11120,1.422826
11130,1.427430
11140,1.427255
11150,1.430137
11160,1.431322
11170,1.470734
11180,1.445019
11190,1.441688
11200,1.446543
11210,1.446401
11220,1.449341
11230,1.451506
11240,1.453714
11250,1.462987
11260,1.460109
11270,1.463233
11280,1.464946
11290,1.467622
11300,1.469842
11310,1.472266
11320,1.478206
11330,1.479029
11340,1.479842
11350,1.482993
11360,1.484725
11370,1.487442
11380,1.496343
11390,1.493644
11400,1.498675
11410,1.498194
11420,1.501482
11430,1.502026
11440,1.504884
11450,1.512808
11460,1.512244
11470,1.517533
11480,1.516566
11490,1.518723
11500,1.522191
11510,1.523140
11520,1.534217
11530,1.532070
11540,1.530941
11550,1.535343
11560,1.539018
11570,1.540031
11580,1.546307
11590,1.547307
11600,1.549380
11610,1.550710
11620,1.553547
11630,1.577508
11640,1.557860
11650,1.565179
11660,1.565020
11670,1.566535
11680,1.569902
